Category,SUB Category,Item Name,CAPACITY,Unit,Supplier,List Price,Discount,DP
LV540308,MCCB 3P,320A Four Pole MCCB,,NOS,36 kA,73170,60,29268
LV540309,MCCB 3P,400A Four Pole MCCB,,NOS,36 kA,73820,60,29528
LV563308,MCCB 3P,500A Four Pole MCCB,,NOS,36 kA,85170,60,34068
LV563310,MCCB 3P,630A Four Pole MCCB,,NOS,36 kA,97180,60,38872
LV510470,MCCB 3P,16A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510471,MCCB 3P,25A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510472,MCCB 3P,32A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510473,MCCB 3P,40A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510474,MCCB 3P,50A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510475,MCCB 3P,63A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510476,MCCB 3P,80A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV510477,MCCB 3P,100A Three Pole MCCB,,NOS,50 kA,24920,60,9968
LV516462,MCCB 3P,125A Three Pole MCCB,,NOS,50 kA,32400,60,12960
LV516463,MCCB 3P,160A Three Pole MCCB,,NOS,50 kA,35060,60,14024
LV525452,MCCB 3P,200A Three Pole MCCB,,NOS,50 kA,45370,60,18148
LV525453,MCCB 3P,250A Three Pole MCCB,,NOS,50 kA,48790,60,19516
LV540315,MCCB 3P,320A Three Pole MCCB,,NOS,50 kA,63890,60,25556
LV540316,MCCB 3P,400A Three Pole MCCB,,NOS,50 kA,64360,60,25744
LV563315,MCCB 3P,500A Three Pole MCCB,,NOS,50 kA,74620,60,29848
LV563317,MCCB 3P,630A Three Pole MCCB,,NOS,50 kA,81290,60,32516
LV510480,MCCB 4P,16A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510481,MCCB 4P,25A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510482,MCCB 4P,32A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510483,MCCB 4P,40A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510484,MCCB 4P,50A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510485,MCCB 4P,63A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510486,MCCB 4P,80A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV510487,MCCB 4P,100A Four Pole MCCB,,NOS,50 kA,30640,60,12256
LV516467,MCCB 4P,125A Four Pole MCCB,,NOS,50 kA,35450,60,14180
LV516468,MCCB 4P,160A Four Pole MCCB,,NOS,50 kA,41750,60,16700
LV525457,MCCB 4P,200A Four Pole MCCB,,NOS,50 kA,57000,60,22800
LV525458,MCCB 4P,250A Four Pole MCCB,,NOS,50 kA,60110,60,24044
LV540318,MCCB 4P,320A Four Pole MCCB,,NOS,50 kA,78980,60,31592
LV540319,MCCB 4P,400A Four Pole MCCB,,NOS,50 kA,80430,60,32172
LV563318,MCCB 4P,500A Four Pole MCCB,,NOS,50 kA,94170,60,37668
LV563320,MCCB 4P,630A Four Pole MCCB,,NOS,50 kA,106420,60,42568
METAL BOX,MB,DLC OUTDOOR BOX 2 PUMP ,,NOS,,3000,0,3000
MPCB,MPCB 3P,MPCB 6A 3POLE,,Nos,Satyam,2345,58,984.9
MPCB,MPCB 3P,MPCB 9A 3POLE,,Nos,Satyam,2405,58,1010.1
MPCB,MPCB 3P,MPCB 12A 3POLE,,Nos,Satyam,2750,58,1155
MPCB,MPCB 3P,MPCB 18A 3POLE,,Nos,Satyam,3170,58,1331.4
MPCB,MPCB 3P,MPCB 25A 3POLE,,Nos,Satyam,4315,58,1812.3
MPCB,MPCB 3P,MPCB 32A 3POLE,,Nos,Satyam,9045,58,3798.9
MPCB,MPCB 3P,MPCB 38A 3POLE,,Nos,Satyam,10550,58,4431
MPCB,MPCB 3P,MPCB 40A 3POLE,,Nos,Satyam,14160,58,5947.2
MPCB,MPCB 3P,MPCB 50A 3POLE,,Nos,Satyam,17230,58,7236.6
MPCB,MPCB 3P,MPCB 65A 3POLE,,Nos,Satyam,23345,58,9804.9
MPCB,MPCB 3P,MPCB 80A 3POLE,,Nos,Satyam,30365,58,12753.3
MPCB,MPCB 3P,MPCB 95A 3POLE,,Nos,Satyam,36385,58,15281.7
VFD,GROUNFOSS,15KW VFD GROUNFOSS,,Nos,Satyam,35528,0,35528
VFD,GROUNFOSS,22KW VFD GROUNFOSS,,Nos,Satyam,51588,0,51588
VFD,FC,15KW20HP380-480V FC-51,,NOS,INNODRIVES DANFOSS,49636.4,0,49636.4
METAL BOX ,BOX,400 X 600 X 250 MM UPTO 5 HP METAL BOX ,,NOS,,3000,0,3000
VFD,DELTA ME, 230V 0.4KW / 0.5HP Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD2A8MS21ANSAA,9326.1,0,9326.1
VFD,DELTA ME,230V 0.75KW / 0.1HP Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD4A8MS21ANSAA,10692,0,10692
VFD,DELTA ME, 230V 1.5KW / 2HP Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD7A5MS21ANSAA,10891.65,0,10891.65
VFD,DELTA ME, 230V 2.2KW / 3HP Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD11AMS21ANSAA,12325.95,0,12325.95
VFD,DELTA ME, 415V 4KW / 5HP Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD9A0MS43ANSAA,14771.4,0,14771.4
VFD,DELTA ME, 415V 5.5KW / 7.5HP Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD13AMS43ANSAA,18274.2,0,18274.2
VFD,DELTA ME, 415V 7.5KW / 10HP  Inbuilt detachable display unit,,NOS,DELTA ME SERISE VFD17AMS43ANSAA,20843.55,0,20843.55
METAL BOX,DEWATERING,METAL BOX FOR DEWATERING ,,NOS,DB ,1500,0,1500
CT COIL,1,300 AMP/5 CT COIL (1 HOLE) ,,Nos,,5000,47,2650
,1,TERMINAL BLOCK ,,Nos,,200,0,200
CONTACTOR,XX,CONTACTOR 120 AMP M7,,Nos,Satyam,43445,68,13902.4
METAL BOX,PANEL,METAL BOX 100 HP 3 VFD COMPARTMENT PANEL ,,NOS,DB INDUSTRIES ,70000,0,70000
,TRANSFORMER,ISOLATION TRANSFORMER,,NOS,DB INDUSTRIES ,2000,0,2000
